f3,f4,f6,f9,f10,f15,f16,f17,f18,f19,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,duration_min,hour,day_of_week,season,f1_Source1,f1_Source2,f1_Source3,f12_US/Central,f12_US/Eastern,f12_US/Mountain,f12_US/Pacific,y
-0.11,-0.16,-0.33,387,738,0.53,0.29,-1.53,2907,0.66,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,1.28,0.22,-0.56,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.35,-1.37,-0.33,4635,15346,-0.57,-0.22,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,0.78,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.16,0.76,-0.29,377,7818,0.05,0.53,0.34,3162,0.23,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.19,-0.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.02,-0.07,-0.33,274,738,-0.08,-0.28,0.34,3282,-0.11,7121,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-0.88,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
0.49,0.98,0.27,24,2633,-1.49,0.09,0.34,3402,2.13,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,-0.88,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
1.61,-1.63,0.03,69,1583,1.37,0.91,-3.33,2364,-0.72,8,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.93,-1.44,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.75,0.49,-0.33,1220,885,0.18,0.1,0.34,3175,0.06,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,-0.33,-1.45,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
0.39,0.99,10.74,36,2633,0.14,0.44,0.34,8869,-1.32,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,0.0,-0.38,1.89,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.57,1.02,-0.28,1220,1021,0.53,0.54,0.34,8869,-1.32,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.73,-1.44,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.24,-1.48,-0.24,126,15346,0.53,0.24,0.34,3282,0.23,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.74,1.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.21,0.27,0.53,242,1371,-0.17,0.76,0.34,2341,1.44,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.65,0.78,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
-1.51,0.76,0.01,2186,7818,0.18,0.25,0.34,2650,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,6.06,-0.03,-0.42,-0.03,1.46,1.33,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.86,0.74,-0.32,312,7818,0.67,0.65,0.34,2364,-0.29,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-2.03,-0.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.28,-1.58,-0.32,295,15346,1.24,0.52,0.34,3282,-0.53,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.83,0.22,1.22,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
0.58,0.0,-0.33,45,176,0.58,-0.13,0.34,3162,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,0.78,-1.45,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
0.12,1.07,-0.33,56,2633,0.75,0.69,0.34,2907,0.66,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,-0.88,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.44,-1.36,0.1,4635,15346,0.8,0.39,-1.16,3333,0.0,692,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.79,0.83,1.17,40,7818,-0.3,0.46,-0.78,2319,0.23,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.33,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.07,0.93,-0.0,1123,3093,-1.32,0.27,0.34,2319,0.06,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.19,0.78,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.9,1.18,-0.26,234,1220,-0.04,0.12,0.34,3282,0.92,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.46,-0.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
1.14,0.39,-0.33,291,1460,0.27,-0.27,0.34,2364,0.92,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.73,0.22,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
0.48,1.0,-0.08,161,2633,0.97,0.77,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,0.22,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.62,0.71,-0.33,502,7818,1.02,0.61,0.34,3333,0.0,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,-1.44,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.41,-1.3,-0.33,957,15346,-1.71,0.37,-1.53,1548,0.47,692,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,-0.88,-0.56,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,3
-0.28,0.14,-0.31,80,204,0.71,0.34,0.34,8869,-1.32,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.83,0.78,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.67,0.54,3.16,7,885,-1.54,-0.23,0.34,2341,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,0.78,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
1.3,1.37,-0.33,234,512,-0.96,0.63,0.34,1548,0.47,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.38,0.22,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.03,-1.59,0.81,41,15346,0.71,-3.7,-3.03,2319,-0.46,1117,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.1,0.22,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-2.02,0.84,-0.32,2298,7818,0.05,0.66,0.34,2516,1.26,7121,-0.02,2.79,-0.07,-0.28,19.17,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,1.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.74,0.48,-0.33,1220,885,-0.0,0.34,0.34,2743,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.33,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
1.39,0.98,-0.33,368,3053,0.49,-0.05,0.34,3402,0.4,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,0.22,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.27,1.0,0.08,256,2633,-1.18,0.35,0.34,2341,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,0.78,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.15,0.75,0.12,377,7818,0.49,0.59,0.34,3749,0.06,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,1.33,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.52,0.8,-0.33,93,3372,-0.26,0.83,0.34,2364,-0.53,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,0.78,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.87,0.84,0.11,274,7818,0.84,0.51,0.34,3067,0.66,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-0.74,-1.44,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,3
-0.75,0.63,3.92,29,1476,1.24,0.54,0.34,1548,0.08,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.83,-0.88,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,4
-0.47,-1.33,-0.33,2186,15346,0.31,0.56,0.34,3422,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-0.88,1.22,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
-2.01,0.83,-0.33,2298,7818,0.14,0.54,0.34,2743,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-1.44,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.21,0.38,-0.33,459,1460,-1.54,-0.5,0.34,3402,1.26,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.54,0.78,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,3
-1.72,0.71,-0.32,173,7818,0.14,0.57,0.34,961,-0.32,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,0.78,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
-0.11,-0.16,-0.33,387,738,-0.57,0.23,0.34,1614,1.26,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,0.78,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
1.12,0.38,-0.33,81,1460,-0.79,0.56,0.34,3282,1.45,7266,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.01,0.73,-0.33,0.33,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,3
0.4,0.52,-0.33,551,288,-0.83,0.06,0.34,2650,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,0.22,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.97,1.2,0.52,344,3053,1.37,-0.39,-3.03,3749,0.23,909,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,1.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.16,-1.39,-0.33,310,15346,-2.07,-0.25,0.34,3282,0.75,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.54,-1.44,-1.45,-1.12,-0.87,8.76,-0.52,-0.93,-0.24,1.65,2
0.41,-1.57,-0.18,189,15346,1.28,0.42,0.34,3402,-0.8,23036,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-1.3,1.89,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.52,-1.0,0.11,931,1498,-0.08,-0.86,0.34,2364,0.23,9013,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.91,-0.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
1.83,-1.61,-0.13,336,1583,0.53,0.32,0.34,1614,1.85,3473,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,6.06,-0.03,2.4,-0.01,-0.19,-1.44,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,4
0.84,0.84,0.65,178,2620,-1.54,-0.61,0.34,3162,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,-0.33,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.68,-0.14,-0.33,277,5086,-0.92,-0.22,0.34,2650,0.23,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,0.78,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
-0.15,-1.4,-0.31,310,15346,0.09,0.12,-1.53,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,0.22,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.51,-1.53,-0.33,133,15346,1.02,0.36,0.34,2650,-0.46,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.93,0.78,-0.56,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.15,-0.17,-0.33,903,5086,-1.14,0.53,0.34,999,-0.72,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-1.44,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.46,-1.35,-0.25,4635,15346,-0.79,0.49,0.34,2516,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.74,-1.44,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
1.9,-1.64,-0.01,98,1583,1.06,0.9,0.34,3415,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.1,1.33,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
1.68,0.08,0.16,113,1770,-2.07,-0.76,0.34,3415,1.09,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.54,0.78,-0.56,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-2.02,0.84,-0.15,2298,7818,-1.36,0.54,0.34,2743,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.18,0.22,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.47,-1.53,-0.17,841,15346,0.53,0.22,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,2.02,0.22,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.21,0.79,-0.33,332,3372,-0.57,-0.35,0.34,3422,0.06,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,0.22,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.88,-1.0,0.92,336,775,-0.35,-3.67,0.34,2650,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-1.11,0.22,0.33,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
-0.25,0.71,-0.33,470,3372,0.97,-0.53,-3.03,2907,-0.11,727,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,-1.44,-0.56,-1.12,-0.87,8.76,-0.52,1.08,-0.24,-0.61,2
-0.22,0.73,-0.27,374,3372,-2.42,-0.31,0.34,3175,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,1.89,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.22,0.8,-0.33,1367,3093,-1.14,0.04,0.34,2364,-0.29,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,-0.33,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
2.27,-1.59,-0.33,499,960,0.36,0.37,0.34,3333,0.0,1885,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-1.11,-0.33,-0.56,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
1.43,1.31,3.16,16,88,-0.08,-0.3,0.34,2907,-0.29,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.54,-0.88,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,4
-1.31,-0.21,-0.33,342,5086,0.18,0.5,0.34,2650,0.66,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,1.83,0.22,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
0.79,0.95,-0.28,16,2620,1.24,-1.15,-0.78,3422,-0.29,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,2.02,-0.33,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.31,-0.23,-0.33,342,5086,1.28,-0.56,0.34,8869,-1.32,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.01,-1.11,0.22,-1.45,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
0.97,1.19,-0.33,93,3053,-1.18,0.4,0.34,3067,0.4,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,-0.33,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.28,0.79,0.65,155,3372,-1.05,0.0,0.34,2364,-0.11,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-2.03,1.33,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.93,-0.99,1.14,86,775,-0.3,-3.9,0.34,3282,1.44,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,-0.88,0.33,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
-0.18,0.79,-0.33,1367,3093,1.55,0.29,0.34,1548,-0.72,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-1.11,-0.88,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.52,0.77,-0.06,2186,7818,-0.35,0.44,0.34,3067,-0.29,127,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,0.22,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.92,1.2,-0.26,236,3053,-1.67,0.28,0.34,3282,1.44,23036,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,-0.33,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
1.39,0.99,-0.33,368,3053,0.4,0.43,0.34,3175,-0.32,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-1.44,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.47,-1.34,-0.29,2186,15346,-1.54,0.4,0.34,3422,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,0.78,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.44,-1.33,-0.32,2186,15346,-1.14,0.36,0.34,2317,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.19,0.78,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.42,0.99,-0.3,58,2633,0.05,0.51,0.34,2907,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,-0.88,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
1.34,0.52,-0.33,283,1401,0.84,0.42,0.34,2364,-0.13,9013,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.66,0.78,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.85,-1.37,2.56,82,1583,0.4,-1.57,-1.16,2650,1.61,727,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-2.22,0.78,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.75,0.68,-0.33,266,1056,1.55,-0.73,0.34,2341,0.06,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,-0.33,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.77,0.1,1.88,79,1770,0.05,-0.7,0.34,3415,1.09,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,0.22,1.22,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
0.29,-1.57,0.3,875,15346,-2.24,0.71,0.34,3402,0.06,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,0.78,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
1.04,1.19,14.71,2186,3053,1.24,-0.38,-2.65,2516,0.75,1117,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,2.02,-1.44,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.91,1.22,-0.32,237,3053,-1.05,0.22,0.34,3415,1.45,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-1.44,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.51,1.02,-0.03,231,1021,-1.18,0.39,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,0.22,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,4
-0.41,-1.33,1.78,4635,15346,-1.18,-0.53,0.34,3067,-0.29,23036,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.36,-0.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.15,0.75,0.15,377,7818,1.24,0.52,-2.28,2341,2.82,70,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.54,-0.33,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.4,-1.36,-0.32,4635,15346,0.22,0.33,-1.16,2650,-0.32,692,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.38,-0.33,0.33,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
0.36,-1.53,-0.24,292,15346,-2.15,0.28,0.34,2907,2.3,321,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-1.44,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.47,-1.34,0.14,2186,15346,-0.92,0.54,0.34,999,-0.72,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,1.33,1.22,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
1.73,0.09,-0.3,585,1770,0.89,-0.3,0.34,3282,0.75,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,-0.33,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.8,0.71,-0.33,173,7818,-1.36,0.56,0.34,2341,0.06,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.19,-0.33,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.9,1.2,-0.33,372,3053,-1.18,0.5,0.34,3415,0.47,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,1.89,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
-0.38,-1.41,-0.33,192,15346,-1.93,0.46,0.34,2341,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.66,1.33,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.67,-0.15,-0.33,277,5086,1.11,-0.26,0.34,2516,-0.11,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-0.33,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
0.33,-1.57,0.11,443,15346,-0.17,0.74,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,1.89,1.22,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,3
-2.05,0.83,-0.21,2298,7818,-1.62,0.57,0.34,2276,-0.8,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,6.06,-0.03,-0.42,-0.03,-0.19,0.78,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.49,0.25,-0.33,163,621,0.05,-0.1,0.34,2341,0.4,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,-0.88,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
